#TYPE AzureOperation
"ProviderNamespace","ProviderName","Operation","OperationName","ResourceName","Description","IsDataAction"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/databases/delete","Delete MySQL Database","MySQL Databases","Deletes an existing MySQL Database.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/databases/read","List/Get MySQL Database","MySQL Databases","Return the list of MySQL Databases or gets the properties for the specified Database.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/databases/write","Create/Update MySQL Database","MySQL Databases","Creates a MySQL Database with the specified parameters or update the properties for the specified Database.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/delete","Delete MySQL Server","MySQL Server","Deletes an existing server.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/exports/read","","MySQL Server","","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/exports/write","","MySQL Server","","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/firewallRules/delete","Delete Firewall Rule","Firewall Rules","Deletes an existing firewall rule.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/firewallRules/read","List/Get Firewall Rules","Firewall Rules","Return the list of firewall rules for a server or gets the properties for the specified firewall rule.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/firewallRules/write","Create/Update Firewall Rule","Firewall Rules","Creates a firewall rule with the specified parameters or update an existing rule.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/keys/delete","Delete Azure Database for MySQL Server Key","Azure Database for MySQL Server Keys","Deletes an existing server key.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/keys/read","List/Get Azure Database for MySQL Server Key(s)","Azure Database for MySQL Server Keys","Return the list of server keys or gets the properties for the specified server key.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/keys/write","Create/Update Azure Database for MySQL Server Keys","Azure Database for MySQL Server Keys","Creates a key with the specified parameters or update the properties or tags for the specified server key.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/logFiles/read","List/Get MySQL LogFiles","MySQL LogFiles","Return the list of MySQL LogFiles.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/performanceTiers/read","List Performance Tiers","Performance Tiers","Returns the list of Performance Tiers available.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnectionProxies/delete","Delete Azure Database for MySQL Private Endpoint Connection Proxy","Azure Database for MySQL Private Endpoint Connection Proxy","Deletes an existing private endpoint connection proxy","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnectionProxies/read","List/Get Azure Database for MySQL Private Endpoint Connection Proxy","Azure Database for MySQL Private Endpoint Connection Proxy","Returns the list of private endpoint connection proxies or gets the properties for the specified private endpoint connection proxy.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnectionProxies/validate/action","Validate Azure Database for MySQL Private Endpoint Connection Creation by NRP","Azure Database for MySQL Private Endpoint Connection Proxy","Validates a private endpoint connection create call from NRP side","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnectionProxies/write","Create/Update Azure Database for MySQL Private Endpoint Connection Proxy","Azure Database for MySQL Private Endpoint Connection Proxy","Creates a private endpoint connection proxy with the specified parameters or updates the properties or tags for the specified private endpoint connection proxy.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnections/delete","Delete Azure Database for MySQL private endpoint connection","Azure Database for MySQL private endpoint connection","Deletes an existing private endpoint connection","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnections/read","List/Get Azure Database for MySQL private endpoint connection","Azure Database for MySQL private endpoint connection","Returns the list of private endpoint connections or gets the properties for the specified private endpoint connection.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnections/write","Approve or Reject Azure Database for MySQL private endpoint connection","Azure Database for MySQL private endpoint connection","Approves or rejects an existing private endpoint connection","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateEndpointConnectionsApproval/action","Private Endpoint Connections Approval","MySQL Server","Determines if user is allowed to approve a private endpoint connection","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/privateLinkResources/read","Get the private link resources for the corresponding MySQL Server","Azure Database for MySQL private link resource","Get the private link resources for the corresponding MySQL Server","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting","Database Metric Definition","Gets the disagnostic setting for the resource","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting","Database Metric Definition","Creates or updates the diagnostic setting for the resource","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/providers/Microsoft.Insights/logDefinitions/read","Read the log definitions","The log definition of servers","Gets the available logs for MySQL servers","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/providers/Microsoft.Insights/metricDefinitions/read","Get database metric definitions","Database Metric Definition","Return types of metrics that are available for databases","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/queryTexts/action","List query texts for a list of queries","MySQL Server","Return the texts for a list of queries","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/queryTexts/action","Return the text of a query","MySQL Server","Return the text of a query","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/read","List/Get MySQL Servers","MySQL Server","Return the list of servers or gets the properties for the specified server.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/recoverableServers/read","Get Recoverable MySQL Server info","Recoverable MySQL Server","Return the recoverable MySQL Server info","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/replicas/read","Get MySQL read replicas","MySQL Server","Get read replicas of a MySQL server","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/resetQueryPerformanceInsightData/action","Reset Query Performance Insight data","MySQL Server","Reset Query Performance Insight data","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/restart/action","Restart MySQL Server","MySQL Server","Restarts a specific server.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/securityAlertPolicies/read","Get server threat detection policy","Server Threat Detection Policy","Retrieve details of the server threat detection policy configured on a given server","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/securityAlertPolicies/read","List server threat detection policies","Server Threat Detection Policy","Retrieve a list of server threat detection policies configured for a given server","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/securityAlertPolicies/write","Update server threat detection policy","Server Threat Detection Policy","Change the server threat detection policy for a given server","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/start/action","Start MySQL Server","MySQL Server","Starts a specific server.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/stop/action","Stop MySQL Server","MySQL Server","Stops a specific server.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/topQueryStatistics/read","List/Get Query Statistic(s) for top queries","Top Query Statistics","Return the list of Query Statistics for the top queries.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/topQueryStatistics/read","Get a Query Statistic","Top Query Statistics","Return a Query Statistic","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/updateConfigurations/action","Batch Update Server Configurations","MySQL Server","Update configurations for the specified server","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/upgrade/action","","MySQL Server","","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/virtualNetworkRules/delete","Delete Virtual Network Rule","Virtual Network Rules","Deletes an existing Virtual Network Rule","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/virtualNetworkRules/read","List/Get Virtual Network Rule(s)","Virtual Network Rules","Return the list of virtual network rules or gets the properties for the specified virtual network rule.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/virtualNetworkRules/write","Create/Update Virtual Network Rule","Virtual Network Rules","Creates a virtual network rule with the specified parameters or update the properties or tags for the specified virtual network rule.","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/waitStatistics/read","List Wait Statistics for an instance","Wait Statistics","Return wait statistics for an instance","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/waitStatistics/read","Return a wait statistic","Wait Statistics","Return a wait statistic","False"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","Microsoft.DBforMySQL/servers/write","Create/Update MySQL Server","MySQL Server","Creates a server with the specified parameters or update the properties or tags for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/assessForMigration/action","Get Migration Assessment","","Performs a migration assessment with the specified parameters","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/checkNameAvailability/action","Check Server Name Availability","","Verify whether given server name is available for provisioning worldwide for a given subscription.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/advisors/read","","","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/advisors/recommendedActions/read","","","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/backups/read","","Flexible server database backups","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/checkMigrationNameAvailability/action","Check the availability of the given migration name.","PostgreSQL Server","Checks the availability of the given migration name.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/configurations/read","List/Get PostgreSQL server configuration","PostgreSQL Server Configuration","Returns the list of  PostgreSQL server configurations or gets the configurations for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/configurations/write","Update PostgreSQL server configuration","PostgreSQL Server Configuration","Updates the configuration of a PostgreSQL server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/databases/delete","Delete PostgreSQL server database","PostgreSQL Server Database","Delete the database of a PostgreSQL server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/databases/read","List/Get PostgreSQL server configuration","PostgreSQL Server Database","Returns the list of  PostgreSQL server databases or gets the database for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/databases/write","Creates/Updates PostgreSQL server database","PostgreSQL Server Database","Creates or Updates the database of a PostgreSQL server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/delete","Delete PostgreSQL server","PostgreSQL Server","Deletes an existing server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/firewallRules/delete","Delete Firewall Rule","Firewall Rules","Deletes an existing firewall rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/firewallRules/read","List/Get Firewall Rules","Firewall Rules","Return the list of firewall rules for a server or gets the properties for the specified firewall rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/firewallRules/write","Create/Update Firewall Rule","Firewall Rules","Creates a firewall rule with the specified parameters or update an existing rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/migrations/delete","Delete Migration Workflow.","Database Migration Workflow","Deletes an existing migration workflow.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/migrations/read","List Migration Workflow details.","Database Migration Workflow","List of migration workflows for the specified database server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/migrations/read","Get Migration Workflow details.","Database Migration Workflow","Gets the properties for the specified migration workflow.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/migrations/write","Create a database migration workflow.","Database Migration Workflow","Creates a migration with the specified parameters.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/migrations/write","Update a database migration workflow.","Database Migration Workflow","Update the properties for the specified migration.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting","Database Metric Definition","Gets the disagnostic setting for the resource","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting","Database Metric Definition","Creates or updates the diagnostic setting for the resource","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/providers/Microsoft.Insights/logDefinitions/read","Read server log definitions","The log definition of servers","Gets the available logs for PostgreSQL servers","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/providers/Microsoft.Insights/metricDefinitions/read","Get database metric definitions","Database Metric Definition","Return types of metrics that are available for databases","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/queryStatistics/read","","","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/queryTexts/read","","","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/read","List/Get PostgreSQL server","PostgreSQL Server","Return the list of servers or gets the properties for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/replicas/read","","PostgreSQL Server","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/resetQueryPerformanceInsightData/action","","PostgreSQL Server","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/restart/action","Restart PostgreSQL server","PostgreSQL Server","Restarts an existing server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/start/action","Start PostgreSQL server","PostgreSQL Server","Starts an existing server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/stop/action","Stops an existing server","PostgreSQL Server","Stops an existing server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/topQueryStatistics/read","","","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/waitStatistics/action","","PostgreSQL Server","","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/flexibleServers/write","Create/Update PostgreSQL server","PostgreSQL Server","Creates a server with the specified parameters or update the properties or tags for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/administratorAzureAsyncOperation/read","PostgreSQL server administrator operation","Administrator opertiaons of PostgreSQL server.","Gets in-progress operations on PostgreSQL server administrators","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/administratorOperationResults/read","Get PostgreSQL server operation results","PostgreSQL server operation results","Return PostgreSQL Server administrator operation results","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/azureAsyncOperation/read","Get PostgreSQL Server Operation Results","PostgreSQL Server Operation Results","Return PostgreSQL Server Operation Results","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/capabilities/read","Gets the capabilities for this subscription","Location Capability","Gets the capabilities for this subscription in a given location","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/operationResults/read","Get PostgreSQL ResourceGroup based Server Operation Results ","PostgreSQ ResourceGroup based Server Operation Results","Return ResourceGroup based PostgreSQL Server Operation Results","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/operationResults/read","Get PostgreSQL Server Operation Results","PostgreSQ ResourceGroup based Server Operation Results","Return PostgreSQL Server Operation Results","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/performanceTiers/read","List Performance Tiers","Performance Tiers","Returns the list of Performance Tiers available.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionAzureAsyncOperation/read","Get private endpoint connection operation status","Azure Database for PostgreSQL private endpoint connection","Gets the result for a private endpoint connection operation","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionOperationResults/read","Get private endpoint connection operation status","Azure Database for PostgreSQL private endpoint connection","Gets the result for a private endpoint connection operation","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionProxyAzureAsyncOperation/read","Get private endpoint connection proxy operation status","Azure Database for PostgreSQL Private Endpoint Connection Proxy","Gets the result for a private endpoint connection proxy operation","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionProxyOperationResults/read","Get private endpoint connection proxy operation status","Azure Database for PostgreSQL Private Endpoint Connection Proxy","Gets the result for a private endpoint connection proxy operation","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesAzureAsyncOperation/read","List/Get Server threat detection operation result.","Server threat detection operation result","Return the list of Server threat detection operation result.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesOperationResults/read","List/Get Server threat detection operation result.","Server threat detection operation result","Return the list of Server threat detection operation result.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/serverKeyAzureAsyncOperation/read","Data Encryption server keys operation","Data Encryption server key operation","Gets in-progress operations on data encryption server keys","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/locations/serverKeyOperationResults/read","Data Encryption server keys operation","Data Encryption server key operation","Gets in-progress operations on data encryption server keys","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/operations/read","List/Get PostgreSQL Operations","PostgreSQL Operations","Return the list of PostgreSQL Operations.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/performanceTiers/read","List Performance Tiers","Performance Tiers","Returns the list of Performance Tiers available.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/privateEndpointConnectionsApproval/action","Private Endpoint Connections Approval","","Determines if user is allowed to approve a private endpoint connection","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/register/action","Register PostgreSQL Resource Provider","","Register PostgreSQL Resource Provider","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnectionProxies/delete","Delete Azure Database for PostgreSQL SGv2 Private Endpoint Connection Via Proxy","Azure Database for PostgreSQL SGv2 Private Endpoint Connection Proxy","Deletes an existing private endpoint connection via proxy","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnectionProxies/read","List/Get Azure Database for PostgreSQL SGv2 Private Endpoint Connection Via Proxy","Azure Database for PostgreSQL SGv2 Private Endpoint Connection Proxy","Returns the list of private endpoint connections or gets the properties for the specified private endpoint connection via proxy","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnectionProxies/validate/action","Validate Azure Database for PostgreSQL SGv2 Private Endpoint Connection Creation by NRP","Azure Database for PostgreSQL SGv2 Private Endpoint Connection Proxy","Validates a private endpoint connection creation by NRP","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnectionProxies/write","Create/Update Azure Database for PostgreSQL SGv2 Private Endpoint Connection Via Proxy","Azure Database for PostgreSQL SGv2 Private Endpoint Connection Proxy","Creates a private endpoint connection with the specified parameters or updates the properties or tags for the specified private endpoint connection via proxy","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnections/delete","Delete Azure Database for PostgreSQL SGv2 Private Endpoint Connection","Azure Database for PostgreSQL SGv2 Private Endpoint Connection","Deletes an existing private endpoint connection","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnections/read","List/Get Azure Database for PostgreSQL SGv2 Private Endpoint Connection","Azure Database for PostgreSQL SGv2 Private Endpoint Connection","Returns the list of private endpoint connections or gets the properties for the specified private endpoint connection","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnections/write","Approve or Reject Azure Database for PostgreSQL SGv2 Private Endpoint Connection","Azure Database for PostgreSQL SGv2 Private Endpoint Connection","Approves or rejects an existing private endpoint connection","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateEndpointConnectionsApproval/action","Private Endpoint Connections Approval for PostgreSQL SGv2","Azure Database for PostgreSQL SGv2 Private Endpoint Connections Approval Resource","Determines if user is allowed to approve a private endpoint connection for PostgreSQL SGv2","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serverGroupsv2/privateLinkResources/read","Get the private link resources for the corresponding PostgreSQL SGv2","Azure Database for PostgreSQL SGv2 Private Link Resource","Get the private link resources for the corresponding PostgreSQL SGv2","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/administrators/delete","Delete Administrator of PostgreSQL server.","Administrator of PostgreSQL server.","Deletes an existing administrator of PostgreSQL server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/administrators/read","Get Administrators of PostgreSQL server.","Administrator of PostgreSQL server.","Gets a list of PostgreSQL server administrators.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/administrators/write","Create/Update Administrator of PostgreSQL server.","Administrator of PostgreSQL server.","Creates or updates PostgreSQL server administrator with the specified parameters.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/advisors/read","Return the list of advisors","Advisors","Return the list of advisors","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/advisors/recommendedActions/read","Return the list of recommended actions","Recommended Actions","Return the list of recommended actions","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/advisors/recommendedActionSessions/action","Make recommendations","Advisors","Make recommendations","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/configurations/read","List/Get Configurations","Configurations","Return the list of configurations for a server or gets the properties for the specified configuration.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/configurations/write","Update Configuration","Configurations","Update the value for the specified configuration","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/databases/delete","Delete PostgreSQL Database","PostgreSQL Databases","Deletes an existing PostgreSQL Database.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/databases/read","List/Get PostgreSQL Database","PostgreSQL Databases","Return the list of PostgreSQL Databases or gets the properties for the specified Database.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/databases/write","Create/Update PostgreSQL Database","PostgreSQL Databases","Creates a PostgreSQL Database with the specified parameters or update the properties for the specified Database.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/delete","Delete PostgreSQL Server","PostgreSQL Server","Deletes an existing server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/firewallRules/delete","Delete Firewall Rule","Firewall Rules","Deletes an existing firewall rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/firewallRules/read","List/Get Firewall Rules","Firewall Rules","Return the list of firewall rules for a server or gets the properties for the specified firewall rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/firewallRules/write","Create/Update Firewall Rule","Firewall Rules","Creates a firewall rule with the specified parameters or update an existing rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/keys/delete","Delete Azure Database for PostgreSQL Server Key","Azure Database for PostgreSQL Server Keys","Deletes an existing server key.","False"
