#TYPE AzureOperations
"ProviderNamespace","Operation","OperationName","ResourceName","IsDataAction","Description"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/serviceTierAdvisors/read","Get recommended database performance level",,"False","Return suggestion about scaling database up or down based on query execution statistics to improve performance or reduce cost"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/schemas/tables/read","Get a database table.",,"False","Get a database table."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/transparentDataEncryption/read","Get logical database Transparent Data Encryption",,"False","Retrieve details of the logical database Transparent Data Encryption on a given managed database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/transparentDataEncryption/write","Update logical database Transparent Data Encryption",,"False","Change the database Transparent Data Encryption for a given logical database"
"Microsoft SQL Database","Microsoft.Sql/virtualClusters/updateManagedInstanceDnsServers/action","Synchronize DNS server configuration on Azure SQL Virtual Cluster",,"False","Synchronizes the DNS server configuration on an Azure SQL Virtual Cluster with the configuration of the Azure Virtual Network where the Virtual Cluster is located."
"Microsoft SQL Database","Microsoft.Sql/virtualClusters/read","List/Get Azure SQL Virtual cluster(s)",,"False","Return the list of virtual clusters or gets the properties for the specified virtual cluster."
"Microsoft SQL Database","Microsoft.Sql/virtualClusters/write","Update Virtual cluster.",,"False","Updates virtual cluster tags."
"Microsoft SQL Database","Microsoft.Sql/virtualClusters/delete","Delete Azure SQL Virtual Cluster",,"False","Deletes an existing virtual cluster."
"Microsoft SQL Database","Microsoft.Sql/locations/auditingSettingsOperationResults/read","Get server blob auditing operation results",,"False","Retrieve result of the server blob auditing policy Set operation"
"Microsoft SQL Database","Microsoft.Sql/locations/auditingSettingsAzureAsyncOperation/read","Get extended server blob auditing policy",,"False","Retrieve result of the extended server blob auditing policy Set operation"
"Microsoft SQL Database","Microsoft.Sql/servers/auditingSettings/read","Get server blob auditing policy",,"False","Retrieve details of the server blob auditing policy configured on a given server"
"Microsoft SQL Database","Microsoft.Sql/servers/auditingSettings/write","Set server blob auditing policy",,"False","Change the server blob auditing for a given server"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/auditingSettings/read","Get database blob auditing policy",,"False","Retrieve details of the blob auditing policy configured on a given database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/auditingSettings/write","Set database blob auditing policy",,"False","Change the blob auditing policy for a given database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/auditRecords/read","Get database blob audit records",,"False","Retrieve the database blob audit records"
"Microsoft SQL Database","Microsoft.Sql/servers/auditingSettings/operationResults/read","Get server blob auditing operation results",,"False","Retrieve result of the server blob auditing policy Set operation"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/operations/cancel/action","Cancel Azure SQL Database async operation",,"False","Cancels Azure SQL Database pending asynchronous operation that is not finished yet."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/operations/read","List Azure SQL Database operations",,"False","Return the list of operations performed on the database"
"Microsoft SQL Database","Microsoft.Sql/locations/deletedServers/read","List/Get Deleted Server(s)",,"False","Return the list of deleted servers or gets the properties for the specified deleted server."
"Microsoft SQL Database","Microsoft.Sql/locations/deletedServers/recover/action","Recover Deleted Server",,"False","Recover a deleted server"
"Microsoft SQL Database","Microsoft.Sql/locations/deletedServerAsyncOperation/read","Get deleted server operations",,"False","Gets in-progress operations on deleted server"
"Microsoft SQL Database","Microsoft.Sql/locations/deletedServerOperationResults/read","deleted server operations",,"False","Gets in-progress operations on deleted server"
"Microsoft SQL Database","Microsoft.Sql/locations/databaseAzureAsyncOperation/read","Gets the status of a database operation.",,"False","Gets the status of a database operation."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/enable/action","Enable sensitivity recommendations on a given column",,"False","Enable sensitivity recommendations on a given column"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/disable/action","Disable sensitivity recommendations on a given column",,"False","Disable sensitivity recommendations on a given column"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/read","Get the sensitivity label of a given column",,"False","Get the sensitivity label of a given column"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/write","Create or update the sensitivity label of a given column",,"False","Create or update the sensitivity label of a given column"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/delete","Delete the sensitivity label of a given column",,"False","Delete the sensitivity label of a given column"
"Microsoft SQL Database","Microsoft.Sql/servers/automaticTuning/read","Get automatic tuning settings for the server",,"False","Returns automatic tuning settings for the server"
"Microsoft SQL Database","Microsoft.Sql/servers/automaticTuning/write","Update automatic tuning settings for the server",,"False","Updates automatic tuning settings for the server and returns updated settings"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/transparentDataEncryption/read","Get managed database Transparent Data Encryption",,"False","Retrieve details of the database Transparent Data Encryption on a given managed database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/transparentDataEncryption/write","Update managed database Transparent Data Encryption",,"False","Change the database Transparent Data Encryption for a given managed database"
"Microsoft SQL Database","Microsoft.Sql/locations/managedTransparentDataEncryptionOperationResults/read","Managed database transparent data encryption operation",,"False","Gets in-progress operations on managed database transparent data encryption"
"Microsoft SQL Database","Microsoft.Sql/locations/managedTransparentDataEncryptionAzureAsyncOperation/read","Managed database transparent data encryption operation",,"False","Gets in-progress operations on managed database transparent data encryption"
"Microsoft SQL Database","Microsoft.Sql/servers/syncAgents/read","List/Get Azure SQL Sync Agent(s)",,"False","Return the list of sync agents or gets the properties for the specified sync agent."
"Microsoft SQL Database","Microsoft.Sql/servers/syncAgents/write","Create/Update Azure SQL Sync Agent",,"False","Creates a sync agent with the specified parameters or update the properties for the specified sync agent."
"Microsoft SQL Database","Microsoft.Sql/servers/syncAgents/delete","Delete Azure SQL Sync Agent",,"False","Deletes an existing sync agent."
"Microsoft SQL Database","Microsoft.Sql/servers/syncAgents/generateKey/action","Generate Azure SQL Sync Agent registeration key",,"False","Generate sync agent registeration key"
"Microsoft SQL Database","Microsoft.Sql/servers/syncAgents/linkedDatabases/read","List Azure SQL Sync Agent linked databases",,"False","Return the list of sync agent linked databases"
"Microsoft SQL Database","Microsoft.Sql/locations/syncDatabaseIds/read","Get the sync database ids",,"False","Retrieve the sync database ids for a particular region and subscription"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/refreshHubSchema/action","Refresh Azure SQL Sync Hub Database schema",,"False","Refresh sync hub database schema"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/cancelSync/action","Cancel Azure SQL Sync Group synchronization",,"False","Cancel sync group synchronization"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/triggerSync/action","Trigger Azure SQL Sync Group synchronization",,"False","Trigger sync group synchronization"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/read","List/Get Azure SQL Sync Group(s)",,"False","Return the list of sync groups or gets the properties for the specified sync group."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/write","Create/Update Azure SQL Sync Group",,"False","Creates a sync group with the specified parameters or update the properties for the specified sync group."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/delete","Delete Azure SQL Sync Group",,"False","Deletes an existing sync group."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/refreshHubSchemaOperationResults/read","Get sync hub schema refresh operation results",,"False","Retrieve result of the sync hub schema refresh operation"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/hubSchemas/read","List Azure SQL Sync Hub Database schema",,"False","Return the list of sync hub database schemas"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/syncMembers/refreshSchemaOperationResults/read","Get sync member schema refresh operation results",,"False","Retrieve result of the sync member schema refresh operation"
"Microsoft SQL Database","Microsoft.Sql/servers/encryptionProtector/revalidate/action","Update Azure SQL Server Encryption Protector",,"False","Update the properties for the specified Server Encryption Protector."
"Microsoft SQL Database","Microsoft.Sql/servers/encryptionProtector/read","List/Get Azure SQL Server Encryption Protector",,"False","Returns a list of server encryption protectors or gets the properties for the specified server encryption protector."
"Microsoft SQL Database","Microsoft.Sql/servers/encryptionProtector/write","Update Azure SQL Server Encryption Protector",,"False","Update the properties for the specified Server Encryption Protector."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/queryStore/queryTexts/read","List Query Store query texts.",,"False","Returns the collection of query texts that correspond to the specified parameters."
"Microsoft SQL Database","Microsoft.Sql/servers/firewallRules/write","Create/Update server firewall rule",,"False","Creates a server firewall rule with the specified parameters, update the properties for the specified rule or overwrite all existing rules with new server firewall rule(s)."
"Microsoft SQL Database","Microsoft.Sql/servers/firewallRules/read","List/Get Server firewall rule(s)",,"False","Return the list of server firewall rules or gets the properties for the specified server firewall rule."
"Microsoft SQL Database","Microsoft.Sql/servers/firewallRules/delete","Delete server firewall rule",,"False","Deletes an existing server firewall rule."
"Microsoft SQL Database","Microsoft.Sql/servers/keys/read","List/Get Azure SQL Server Key(s)",,"False","Return the list of server keys or gets the properties for the specified server key."
"Microsoft SQL Database","Microsoft.Sql/servers/keys/write","Create/Update Azure SQL Server Keys",,"False","Creates a key with the specified parameters or update the properties or tags for the specified server key."
"Microsoft SQL Database","Microsoft.Sql/servers/keys/delete","Delete Azure SQL Server Key",,"False","Deletes an existing server key."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/logs/read","List Azure SQL Sync Group logs",,"False","Return the list of sync group logs"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/syncMembers/read","List/Get Azure SQL Sync Member(s)",,"False","Return the list of sync members or gets the properties for the specified sync member."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/syncMembers/write","Create/Update Azure SQL Sync Member",,"False","Creates a sync member with the specified parameters or update the properties for the specified sync member."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/syncMembers/delete","Delete Azure SQL Sync Member",,"False","Deletes an existing sync member."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/syncMembers/refreshSchema/action","Refresh Azure SQL Sync Member atabase schema",,"False","Refresh sync member schema"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/syncGroups/syncMembers/schemas/read","List Azure SQL Sync Member Database schema",,"False","Return the list of sync member database schemas"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPoolEstimates/read","Get elastic pool estimates of a server",,"False","Returns list of elastic pool estimates already created for this server"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPoolEstimates/write","Create an elastic pool estimate",,"False","Creates new elastic pool estimate for list of databases provided"
"Microsoft SQL Database","Microsoft.Sql/operations/read","Get operations",,"False","Gets available REST operations"
"Microsoft SQL Database","Microsoft.Sql/servers/securityAlertPolicies/operationResults/read","Get server threat detection policy operation results",,"False","Retrieve results of the server threat detection policy write operation"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/vulnerabilityAssessmentSettings/read","Get database vulnerability assessment",,"False","Retrieve details of the vulnerability assessment configured on a given database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/vulnerabilityAssessmentSettings/write","Set database vulnerability assessment",,"False","Change the vulnerability assessment for a given database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/vulnerabilityAssessmentScans/operationResults/read","Get the database vulnerability assessment scan operation result",,"False","Retrieve the result of the database vulnerability assessment scan Execute operation"
"Microsoft SQL Database","Microsoft.Sql/servers/failoverGroups/read","List/Get Azure SQL Database Failover Group",,"False","Returns the list of failover groups or gets the properties for the specified failover group."
"Microsoft SQL Database","Microsoft.Sql/servers/failoverGroups/write","Create/Update Azure SQL Database Failover Group",,"False","Creates a failover group with the specified parameters or updates the properties or tags for the specified failover group."
"Microsoft SQL Database","Microsoft.Sql/servers/failoverGroups/delete","Delete Azure SQL Database Failover Group",,"False","Deletes an existing failover group."
"Microsoft SQL Database","Microsoft.Sql/servers/failoverGroups/failover/action","Failover Azure SQL Database Failover Group",,"False","Executes planned failover in an existing failover group."
"Microsoft SQL Database","Microsoft.Sql/servers/failoverGroups/forceFailoverAllowDataLoss/action","Force Failover Azure SQL Database Failover Group",,"False","Executes forced failover in an existing failover group."
"Microsoft SQL Database","Microsoft.Sql/servers/securityAlertPolicies/write","Update server threat detection policy",,"False","Change the server threat detection policy for a given server"
"Microsoft SQL Database","Microsoft.Sql/servers/securityAlertPolicies/read","List server threat detection policies",,"False","Retrieve a list of server threat detection policies configured for a given server"
"Microsoft SQL Database","Microsoft.Sql/servers/virtualNetworkRules/read","List/Get Azure SQL Server Virtual Network Rule(s)",,"False","Return the list of virtual network rules or gets the properties for the specified virtual network rule."
"Microsoft SQL Database","Microsoft.Sql/servers/virtualNetworkRules/write","Create/Update Azure SQL Server Virtual Network Rule",,"False","Creates a virtual network rule with the specified parameters or update the properties or tags for the specified virtual network rule."
"Microsoft SQL Database","Microsoft.Sql/servers/virtualNetworkRules/delete","Delete Azure SQL Server Virtual Network Rule",,"False","Deletes an existing Virtual Network Rule"
"Microsoft SQL Database","Microsoft.Sql/locations/virtualNetworkRulesAzureAsyncOperation/read","Get Azure SQL Server Virtual Network Rules Azure Async Operation",,"False","Returns the details of the specified virtual network rules azure async operation "
"Microsoft SQL Database","Microsoft.Sql/locations/virtualNetworkRulesOperationResults/read","Get Azure SQL Server Virtual Network Rules Operation Results",,"False","Returns the details of the specified virtual network rules operation "
"Microsoft SQL Database","Microsoft.Sql/servers/databases/advisors/read","Get advisors for a database",,"False","Returns list of advisors available for the database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/advisors/write","Update auto-execute status of a database advisor",,"False","Update auto-execute status of an advisor on database level."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/automaticTuning/read","Get automatic tuning settings for a database",,"False","Returns automatic tuning settings for a database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/automaticTuning/write","Update automatic tuning settings for a database",,"False","Updates automatic tuning settings for a database and returns updated settings"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/advisors/recommendedActions/read","Get recommended actions for a database",,"False","Returns list of recommended actions of specified advisor for the database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/advisors/recommendedActions/write","Update database recommended action state",,"False","Apply the recommended action on the database"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/advisors/read","Get advisors for an elastic pool",,"False","Returns list of advisors available for the elastic pool"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/advisors/write","Update auto-execute status of a elastic pool advisor",,"False","Update auto-execute status of an advisor on elastic pool level."
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/advisors/recommendedActions/read","Get recommended actions for an elastic pool",,"False","Returns list of recommended actions of specified advisor for the elastic pool"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/advisors/recommendedActions/write","Update elastic pool recommended action state",,"False","Apply the recommended action on the elastic pool"
"Microsoft SQL Database","Microsoft.Sql/servers/advisors/read","Get advisors for a server",,"False","Returns list of advisors available for the server"
"Microsoft SQL Database","Microsoft.Sql/servers/advisors/write","Update auto-execute status of a server advisor",,"False","Updates auto-execute status of an advisor on server level."
"Microsoft SQL Database","Microsoft.Sql/servers/advisors/recommendedActions/read","Get recommended actions of a server",,"False","Returns list of recommended actions of specified advisor for the server"
"Microsoft SQL Database","Microsoft.Sql/servers/advisors/recommendedActions/write","Update server recommended action state",,"False","Apply the recommended action on the server"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/importExportOperationResults/read","Get import/export operations",,"False","Gets in-progress import/export operations"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/operations/cancel/action","Cancel Azure SQL elastic pool async operation",,"False","Cancels Azure SQL elastic pool pending asynchronous operation that is not finished yet."
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/operations/read","List Azure SQL elastic pool operations",,"False","Return the list of operations performed on the elastic pool"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/securityEvents/read","Get managed database security events",,"False","Retrieves the managed database security events"
"Microsoft SQL Database","Microsoft.Sql/locations/instanceFailoverGroups/read","List/Get Azure SQL Database instance failover group",,"False","Returns the list of instance failover groups or gets the properties for the specified instance failover group."
"Microsoft SQL Database","Microsoft.Sql/locations/instanceFailoverGroups/write","Create/Update Azure SQL Database instance failover group",,"False","Creates a instance failover group with the specified parameters or updates the properties or tags for the specified instance failover group."
"Microsoft SQL Database","Microsoft.Sql/locations/instanceFailoverGroups/delete","Delete Azure SQL Database instance failover group",,"False","Deletes an existing instance failover group."
"Microsoft SQL Database","Microsoft.Sql/locations/instanceFailoverGroups/failover/action","Failover Azure SQL Database instance failover group",,"False","Executes planned failover in an existing instance failover group."
"Microsoft SQL Database","Microsoft.Sql/locations/instanceFailoverGroups/forceFailoverAllowDataLoss/action","Force Failover Azure SQL Database instance failover group",,"False","Executes forced failover in an existing instance failover group."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/providers/Microsoft.Insights/metricDefinitions/read","Get database metric definitions",,"False","Return types of metrics that are available for databases"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting",,"False","Gets the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting",,"False","Creates or updates the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/providers/Microsoft.Insights/logDefinitions/read","Read databases log definitions",,"False","Gets the available logs for databases"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/providers/Microsoft.Insights/metricDefinitions/read","Get elastic pool metric definitions",,"False","Return types of metrics that are available for elastic database pools"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting",,"False","Gets the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/servers/elasticPools/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting",,"False","Creates or updates the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/servers/providers/Microsoft.Insights/metricDefinitions/read","Get server metric definitions",,"False","Return types of metrics that are available for servers"
"Microsoft SQL Database","Microsoft.Sql/servers/replicationLinks/read","List/Get Replication links of Azure SQL database(s).",,"False","Return the list of replication links or gets the properties for the specified replication links."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/encryptionProtector/revalidate/action","Update Azure SQL Server Encryption Protector",,"False","Update the properties for the specified Server Encryption Protector."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/encryptionProtector/read","List/Get Azure SQL Managed Instance Encryption Protector",,"False","Returns a list of server encryption protectors or gets the properties for the specified server encryption protector."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/encryptionProtector/write","Update Azure SQL Server Encryption Protector",,"False","Update the properties for the specified Server Encryption Protector."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/keys/read","List/Get Azure SQL Managed Instance Key(s)",,"False","Return the list of managed instance keys or gets the properties for the specified managed instance key."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/keys/write","Create/Update Azure SQL Managed Instance Keys",,"False","Creates a key with the specified parameters or update the properties or tags for the specified managed instance key."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/keys/delete","Delete Azure SQL Managed Instance Key",,"False","Deletes an existing Azure SQL Managed Instance  key."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/maintenanceWindowOptions/read","Get Data Warehouse maintenance window options.",,"False","Gets a list of available maintenance windows for a selected database."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/maintenanceWindows/read","Get Data Warehouse maintenance windows.",,"False","Gets maintenance windows settings for a selected database."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/maintenanceWindows/write","Set Data Warehouse maintenance windows.",,"False","Sets maintenance windows settings for a selected database."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/vulnerabilityAssessments/write","Set managed instance vulnerability assessment",,"False","Change the vulnerability assessment for a given managed instance"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/vulnerabilityAssessments/delete","Remove managed instance vulnerability assessment",,"False","Remove the vulnerability assessment for a given managed instance"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/vulnerabilityAssessments/read","List managed instance vulnerability assessment policies",,"False","Retrieve the vulnerability assessment policies on a given managed instance"
"Microsoft SQL Database","Microsoft.Sql/servers/vulnerabilityAssessments/write","Set server vulnerability assessment",,"False","Change the vulnerability assessment for a given server"
"Microsoft SQL Database","Microsoft.Sql/servers/vulnerabilityAssessments/delete","Remove server vulnerability assessment",,"False","Remove the vulnerability assessment for a given server"
"Microsoft SQL Database","Microsoft.Sql/servers/vulnerabilityAssessments/read","List server vulnerability assessment policies",,"False","Retrieve the vulnerability assessment policies on a given server"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/providers/Microsoft.Insights/metricDefinitions/read","Get managed instance metric definitions",,"False","Return types of metrics that are available for managed instances"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/providers/Microsoft.Insights/logDefinitions/read","Read managed instances log definitions",,"False","Gets the available logs for managed instances"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting",,"False","Gets the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting",,"False","Creates or updates the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/providers/Microsoft.Insights/logDefinitions/read","Read managed instance databases log definitions",,"False","Gets the available logs for managed instance databases"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting",,"False","Gets the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting",,"False","Creates or updates the diagnostic setting for the resource"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/restorableDroppedDatabases/read","List/Get Azure SQL Managed Instance restorable dropped databases.",,"False","Returns a list of restorable dropped managed databases."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/backupShortTermRetentionPolicies/read","Gets a managed short term retention policy",,"False","Gets a short term retention policy for a managed database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/backupShortTermRetentionPolicies/write","Updates a managed short term retention policy",,"False","Updates a short term retention policy for a managed database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies/read","Gets a managed short term retention policy",,"False","Gets a short term retention policy for a dropped managed database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies/write","Updates a managed short term retention policy",,"False","Updates a short term retention policy for a dropped managed database"
"Microsoft SQL Database","Microsoft.Sql/servers/jobAgents/read","Get Azure SQL DB job agent",,"False","Gets an Azure SQL DB job agent"
"Microsoft SQL Database","Microsoft.Sql/servers/jobAgents/write","Create or update Azure SQL DB job agent",,"False","Creates or updates an Azure SQL DB job agent"
"Microsoft SQL Database","Microsoft.Sql/servers/jobAgents/delete","Delete Azure SQL DB job agent",,"False","Deletes an Azure SQL DB job agent"
"Microsoft SQL Database","Microsoft.Sql/locations/jobAgentAzureAsyncOperation/read","Get job agent operation status",,"False","Gets the status of an job agent operation."
"Microsoft SQL Database","Microsoft.Sql/locations/jobAgentOperationResults/read","Get job agent operation result",,"False","Gets the result of an job agent operation."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/tables/columns/sensitivityLabels/read","Get the sensitivity label of a given column",,"False","Get the sensitivity label of a given column"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/tables/columns/sensitivityLabels/write","Create or update the sensitivity label of a given column",,"False","Create or update the sensitivity label of a given column"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/tables/columns/sensitivityLabels/delete","Delete the sensitivity label of a given column",,"False","Delete the sensitivity label of a given column"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/tables/columns/sensitivityLabels/disable/action","Disable sensitivity recommendations on a given column",,"False","Disable sensitivity recommendations on a given column"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/tables/columns/sensitivityLabels/enable/action","Enable sensitivity recommendations on a given column",,"False","Enable sensitivity recommendations on a given column"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/sensitivityLabels/read","List sensitivity labels of a given database",,"False","List sensitivity labels of a given database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/currentSensitivityLabels/read","List sensitivity labels of a given database",,"False","List sensitivity labels of a given database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/currentSensitivityLabels/write","Batch update sensitivity labels",,"False","Batch update sensitivity labels"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/recommendedSensitivityLabels/read","List sensitivity labels of a given database",,"False","List sensitivity labels of a given database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/recommendedSensitivityLabels/write","Batch update recommended sensitivity labels",,"False","Batch update recommended sensitivity labels"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/currentSensitivityLabels/read","List sensitivity labels of a given database",,"False","List sensitivity labels of a given database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/currentSensitivityLabels/write","Batch update sensitivity labels",,"False","Batch update sensitivity labels"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/recommendedSensitivityLabels/read","List sensitivity labels of a given database",,"False","List sensitivity labels of a given database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/recommendedSensitivityLabels/write","Batch update recommended sensitivity labels",,"False","Batch update recommended sensitivity labels"
"Microsoft SQL Database","Microsoft.Sql/locations/firewallRulesAzureAsyncOperation/read","Gets the status of a firewall rule operation.",,"False","Gets the status of a firewall rule operation."
"Microsoft SQL Database","Microsoft.Sql/locations/firewallRulesOperationResults/read","Gets the status of a firewall rule operation.",,"False","Gets the status of a firewall rule operation."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/recoverableDatabases/read","List/Get Azure SQL Managed Instance recoverable databases",,"False","Returns a list of recoverable managed databases"
"Microsoft SQL Database","Microsoft.Sql/instancePools/read","Get instance pool",,"False","Gets an instance pool"
"Microsoft SQL Database","Microsoft.Sql/instancePools/write","Create or update an instance pool",,"False","Creates or updates an instance pool"
"Microsoft SQL Database","Microsoft.Sql/instancePools/delete","Delete instance pool",,"False","Deletes an instance pool"
"Microsoft SQL Database","Microsoft.Sql/locations/instancePoolAzureAsyncOperation/read","Get instance pool operation status",,"False","Gets the status of an instance pool operation"
"Microsoft SQL Database","Microsoft.Sql/locations/instancePoolOperationResults/read","Get instance pool operation result",,"False","Gets the result for an instance pool operation"
"Microsoft SQL Database","Microsoft.Sql/instancePools/usages/read","Gets an instance pool's usage",,"False","Gets an instance pool's usage info"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/tables/columns/read","Get a managed database column",,"False","Get a managed database column"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/read","Get a managed database schema.",,"False","Get a managed database schema."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/schemas/tables/read","Get a managed database table",,"False","Get a managed database table"
"Microsoft SQL Database","Microsoft.Sql/locations/managedInstanceKeyAzureAsyncOperation/read","Transparent Data Encryption Managed Instance keys operation",,"False","Gets in-progress operations on transparent data encryption managed instance keys"
"Microsoft SQL Database","Microsoft.Sql/locations/managedInstanceKeyOperationResults/read","Transparent Data Encryption Managed Instance keys operation",,"False","Gets in-progress operations on transparent data encryption managed instance keys"
